source_group,fold,actual,predicted,prob_ATTACK,prob_DEFEND,prob_HOLD,prob_CONSERVE,margin_ATTACK,margin_DEFEND,margin_HOLD,margin_CONSERVE,top_probability,second_probability,probability_margin,normalized_entropy,correct
18,5,CONSERVE,HOLD,0.0001628995041693,0.0263392601249838,0.6373867810409864,0.3361110593298603,-6.628900051116943,-1.543217420578003,1.6430984735488892,1.003163456916809,0.6373867810409866,0.33611105932986035,0.3012757217111262,0.5415448463204863,False
28,3,HOLD,HOLD,0.0078558049189802,0.0001590768572682,0.886397333959115,0.1055877842646365,-2.985152244567871,-6.884772777557373,1.740760326385498,-0.3868623077869415,0.886397333959115,0.1055877842646365,0.7808095496944785,0.27680910339128456,True
1,4,CONSERVE,CONSERVE,6.169490290450055e-05,0.0005667522126693,0.0767572288665893,0.9226143240178368,-7.346274852752685,-5.128553867340088,-0.2200730592012405,2.2664906978607178,0.9226143240178369,0.07675722886658931,0.8458570951512476,0.19922892823164545,True
8,3,DEFEND,DEFEND,8.60891290484632e-05,0.9860421849963666,0.0137669264826019,0.000104799391983,-6.127890586853027,3.2181801795959477,-1.0532495975494385,-5.931225776672363,0.9860421849963666,0.0137669264826019,0.9722752585137647,0.05382987503170092,True
21,1,HOLD,CONSERVE,0.001403879496779,0.0001195214795833,0.4911139926785476,0.50736260634509,-4.939035415649414,-7.402533531188965,0.9184014797210692,0.9509511590003968,0.5073626063450901,0.49111399267854766,0.016248613666542455,0.5076715361796197,False
2,1,ATTACK,ATTACK,0.6846085412336018,0.0001690594999816,0.3124500018149964,0.0027723974514201,1.4724889993667605,-6.8338623046875,0.6880863308906555,-4.036645889282227,0.6846085412336019,0.31245000181499644,0.3721585394186055,0.462147514315076,True
9,1,HOLD,HOLD,0.0026000919605301,3.3018459176144124e-05,0.9966008010970304,0.0007660884832633,-2.833078384399414,-7.199313640594482,3.115725040435791,-4.05508279800415,0.9966008010970304,0.0026000919605301,0.9940007091365003,0.017821962001412322,True
14,2,DEFEND,DEFEND,7.688868355696965e-05,0.9818133303360214,0.0179799500562901,0.0001298309241315,-6.401210308074951,3.053587913513184,-0.9465562105178832,-5.877335071563721,0.9818133303360215,0.017979950056290103,0.9638333802797314,0.06648151214236417,True
21,1,DEFEND,DEFEND,0.0001094367260217,0.9448118833967908,0.0535498266513701,0.0015288532258172,-6.555690288543701,2.507704019546509,-0.3626691102981567,-3.9187636375427246,0.944811883396791,0.05354982665137011,0.8912620567454209,0.15963018305865556,True
20,2,HOLD,HOLD,0.0005864708412088,3.363876496175408e-05,0.992825660061422,0.0065542303324072,-4.10515832901001,-6.963602066040039,3.329029083251953,-1.691415309906006,0.9928256600614223,0.006554230332407202,0.986271429729015,0.03232467429253583,True
19,4,HOLD,HOLD,0.3638004980970263,0.000234061300562,0.5125631125454913,0.1234023280569204,0.4603264331817627,-6.88845157623291,0.8031445741653442,-0.6208292841911316,0.5125631125454913,0.3638004980970263,0.14876261444846495,0.7001188849470555,True
27,5,HOLD,HOLD,0.0007330387269251,5.9811927961683074e-05,0.9816077094882276,0.0175994398568854,-4.207004547119141,-6.7129974365234375,2.992743968963623,-1.0285807847976685,0.9816077094882278,0.017599439856885404,0.9640082696313425,0.06866853793992063,True
15,4,DEFEND,DEFEND,5.2107290320030976e-05,0.9885097076807826,0.0113606042364366,7.758079246071056e-05,-6.4499831199646,3.400665521621704,-1.065381407737732,-6.051968097686768,0.9885097076807827,0.011360604236436601,0.9771491034443461,0.04583473894526582,True
21,1,DEFEND,DEFEND,7.457383201093196e-05,0.9646072194437209,0.0336343362070871,0.0016838705171811,-6.482962608337402,2.9847238063812256,-0.3714495897293091,-3.3659019470214844,0.9646072194437209,0.0336343362070871,0.9309728832366337,0.11564400322289686,True
19,4,ATTACK,ATTACK,0.9410086298042152,0.000116773815831,0.0585130864377502,0.0003615099422034,2.356994390487671,-6.637474536895752,-0.4207075238227844,-5.507423400878906,0.9410086298042154,0.05851308643775022,0.8824955433664652,0.1639105437908715,True
26,1,DEFEND,DEFEND,7.765225267480696e-05,0.9870273787513996,0.0128368636985959,5.81052973297938e-05,-6.075920581817627,3.3742921352386475,-0.9680843949317932,-6.365903854370117,0.9870273787513996,0.0128368636985959,0.9741905150528036,0.05056630723586441,True
10,3,HOLD,CONSERVE,0.0018815198041823,0.0001039992869565,0.2889881858501852,0.7090262950586759,-4.678290367126465,-7.573741912841797,0.3560154139995575,1.253522276878357,0.709026295058676,0.28898818585018526,0.4200381092084907,0.4438526179572297,False
23,2,HOLD,HOLD,0.0001665877355697,0.0227765646209667,0.8512682332809284,0.125788614362535,-6.921703338623047,-2.0037379264831543,1.617256999015808,-0.2948673963546753,0.8512682332809286,0.12578861436253502,0.7254796189183936,0.35017656844385814,True
21,1,HOLD,HOLD,0.0302358213825312,0.0002338792692273,0.8910152316482424,0.0785150676999989,-1.7851884365081787,-6.647165775299072,1.598145842552185,-0.8309250473976135,0.8910152316482426,0.07851506769999891,0.8125001639482436,0.29599682057270793,True
17,5,ATTACK,ATTACK,0.7050519577093756,0.0001846849188539,0.2934072312149103,0.0013561261568602,1.5234551429748535,-6.7239203453063965,0.6467452049255371,-4.730184078216553,0.7050519577093756,0.2934072312149103,0.41164472649446526,0.44486996192154055,True
5,5,ATTACK,ATTACK,0.7165329054015185,0.0001933751389048,0.2820981221177253,0.0011755973418513,1.48210346698761,-6.735444068908691,0.5499342679977417,-4.930544376373291,0.7165329054015186,0.28209812211772534,0.43443478328379326,0.4367196962693568,True
23,2,DEFEND,DEFEND,0.0002951024030226,0.6018181063134314,0.3401374900102862,0.0577493012732598,-6.342630386352539,1.2777578830718994,0.7071526050567627,-1.0660860538482666,0.6018181063134315,0.34013749001028626,0.2616806163031452,0.6055629061004177,True
20,2,ATTACK,HOLD,0.250209527847521,0.0002156688754992,0.5687775928747313,0.1807972104022484,0.0422488935291767,-7.014060974121094,0.8634397387504578,-0.2826738059520721,0.5687775928747314,0.25020952784752104,0.31856806502721036,0.7059457465977695,False
6,2,ATTACK,ATTACK,0.608348092617866,0.0001916465037435,0.3893922404034726,0.0020680204749177,1.28880512714386,-6.774044513702393,0.8426450490951538,-4.395350456237793,0.6083480926178662,0.3893922404034727,0.21895585221439345,0.4934301808326684,True
25,5,ATTACK,ATTACK,0.3832559647756047,0.0001624660389083,0.3498720285440113,0.2667095406414757,0.9171407222747804,-6.848848342895508,0.8260051608085632,0.5545979142189026,0.3832559647756047,0.3498720285440113,0.033383936231593414,0.7854705238966342,True
10,3,ATTACK,ATTACK,0.6868614515024323,0.0001914968295684,0.3099052292221653,0.0030418224458338,1.4199326038360596,-6.76508378982544,0.6240665316581726,-3.999742984771729,0.6868614515024324,0.30990522922216535,0.37695622228026704,0.46189239977709345,True
24,3,HOLD,HOLD,0.0022942246169115,0.0001218353972146,0.9360833478426972,0.0615005921431767,-4.316249370574951,-7.251728057861328,1.6950603723526,-1.0275973081588743,0.9360833478426972,0.0615005921431767,0.8745827556995205,0.17916624229636896,True
19,4,HOLD,HOLD,0.000612786508771,3.921908159030536e-05,0.9982476289817992,0.0011003654278394,-4.170979499816895,-6.919832706451416,3.2247605323791504,-3.5855982303619385,0.9982476289817993,0.0011003654278394003,0.9971472635539599,0.01022702220053192,True
11,1,ATTACK,HOLD,0.3532367569692918,0.0001598479249594,0.6367996792261559,0.0098037158795928,0.8221158385276794,-6.878554821014404,1.4114323854446411,-2.762261390686035,0.636799679226156,0.35323675696929185,0.28356292225686414,0.5061776893217725,False
24,3,HOLD,HOLD,0.1504754653622263,0.0001493306415663,0.4254856337285407,0.4238895702676665,0.2445806115865707,-6.670811653137207,1.284011721611023,1.280253529548645,0.4254856337285408,0.4238895702676666,0.0015960634608742086,0.7312400395835895,True
12,4,DEFEND,DEFEND,7.382722745600391e-05,0.967714357784913,0.0320845279751068,0.000127287012524,-6.590288162231445,2.890676021575928,-0.5158870220184326,-6.045571804046631,0.9677143577849132,0.03208452797510681,0.9356298298098064,0.10384065099886026,True
25,5,ATTACK,ATTACK,0.9678347645389156,8.662971904020295e-05,0.0318467093473712,0.0002318963946729,2.6118509769439697,-6.709322929382324,-0.8022764325141907,-5.724675178527832,0.9678347645389157,0.03184670934737121,0.9359880551915445,0.1039918572657502,True
25,5,HOLD,HOLD,0.000447444005163,3.554255443060092e-05,0.998837885104887,0.0006791283355193,-4.295485496520996,-6.828306198120117,3.4153106212615967,-3.87822699546814,0.9988378851048871,0.0006791283355193001,0.9981587567693678,0.007163177578886074,True
25,5,ATTACK,ATTACK,0.7748079691784044,0.0002388174553562,0.2223314584314027,0.0026217549348366,1.5594429969787598,-6.525228023529053,0.3109971582889557,-4.12932825088501,0.7748079691784044,0.2223314584314027,0.5524765107470018,0.39641954718339933,True
7,3,HOLD,HOLD,0.0006662792967491,4.334623432306761e-05,0.9991645951043288,0.0001257793645989,-3.9901721477508554,-6.722661018371582,3.32279372215271,-5.657351970672607,0.999164595104329,0.0006662792967491001,0.9984983158075799,0.00524649139020787,True
7,3,ATTACK,ATTACK,0.627428796305763,0.0002019237520337,0.3704450285390923,0.0019242514031109,1.3347622156143188,-6.706732749938965,0.8078370690345764,-4.452331066131592,0.6274287963057631,0.37044502853909234,0.25698376776667076,0.48624699860386483,True
20,2,HOLD,HOLD,0.0241993908751121,0.0001486483530388,0.9060404334837872,0.0696115272880617,-1.8965964317321775,-6.989095687866211,1.726159930229187,-0.8399938344955444,0.9060404334837874,0.06961152728806172,0.8364289061957256,0.2642074052205467,True
27,5,HOLD,DEFEND,0.000343647118407,0.5276434457012695,0.4695306451892707,0.0024822619910527,-6.300058364868164,1.036502480506897,0.9198152422904968,-4.322748184204102,0.5276434457012696,0.46953064518927073,0.05811280051199891,0.5121184946438686,False
6,2,DEFEND,DEFEND,8.15656630280282e-05,0.9763808569046388,0.0234121073226801,0.000125470109653,-6.547086238861084,2.8431129455566406,-0.8874865174293518,-6.116427421569824,0.9763808569046388,0.0234121073226801,0.9529687495819588,0.08160879564988412,True
4,3,DEFEND,DEFEND,4.745623685047704e-05,0.991078516673259,0.0088276972695953,4.6329820295109775e-05,-6.244862079620361,3.701878786087036,-1.019020915031433,-6.268884658813477,0.9910785166732592,0.008827697269595302,0.9822508194036639,0.037200013407453596,True
28,3,HOLD,HOLD,0.1704090498369652,0.0001820097492082,0.7292992909186166,0.1001096494952099,0.141949251294136,-6.699947357177734,1.5958318710327148,-0.3899862468242645,0.7292992909186167,0.17040904983696523,0.5588902410816514,0.5509185511299635,True
27,5,HOLD,HOLD,0.0003291560785232,0.2687124250219755,0.6742495739604663,0.0567088449390349,-6.504286289215088,0.2005786597728729,1.1205371618270874,-1.3551329374313354,0.6742495739604664,0.26871242502197557,0.4055371489384908,0.5657250156689887,True
12,4,HOLD,HOLD,8.94568837392849e-05,0.0007551639869694,0.9988206420504548,0.0003347370788365,-6.299175262451172,-4.165997505187988,3.021398067474365,-4.979587078094482,0.9988206420504548,0.0007551639869694,0.9980654780634854,0.00729984366336809,True
26,1,ATTACK,ATTACK,0.8933636486074246,0.0001599062223412,0.1061108850259446,0.0003655601442895,1.840482473373413,-6.787678718566895,-0.2900267541408539,-5.960835933685303,0.8933636486074248,0.10611088502594462,0.7872527635814801,0.24746786958997904,True
9,1,CONSERVE,HOLD,0.0026091494502627,9.670264017246816e-05,0.5284616614860609,0.4688324864235039,-4.192526817321777,-7.48766565322876,1.1184190511703491,0.9986943006515504,0.5284616614860609,0.4688324864235039,0.059629175062556994,0.5111505629504571,False
16,1,ATTACK,ATTACK,0.5400308955241856,0.0002052246268466,0.4567746212381124,0.0029892586108552,1.1433228254318235,-6.7319536209106445,0.9758865237236024,-4.053277969360352,0.5400308955241857,0.4567746212381125,0.08325627428607318,0.5119834306453089,True
5,5,CONSERVE,HOLD,0.0012020094369733,0.000104727305173,0.7334106764617374,0.2652825867961161,-5.0941081047058105,-7.534498691558838,1.3196028470993042,0.3026926517486572,0.7334106764617375,0.26528258679611616,0.46812808966562136,0.42448029484165595,False
5,5,HOLD,HOLD,0.0992411803795536,0.000150988978389,0.898107162332325,0.0025006683097323,-0.4605108499526977,-6.948612689971924,1.7422256469726562,-4.141505718231201,0.8981071623323251,0.09924118037955361,0.7988659819527715,0.2467683119693742,True
1,4,HOLD,HOLD,0.0001798318797816,0.1515503459996268,0.6834787505913957,0.1647910715291958,-6.615930080413818,0.1207204535603523,1.6269981861114502,0.2044810056686401,0.6834787505913957,0.1647910715291958,0.5186876790621999,0.609348997453781,True
17,5,HOLD,HOLD,0.0006893683615861,5.343814008166461e-05,0.9991561752004232,0.000101018297909,-4.134663105010986,-6.6919145584106445,3.144227266311645,-6.0551371574401855,0.9991561752004232,0.0006893683615861,0.9984668068388372,0.005278061719138743,True
11,1,ATTACK,ATTACK,0.7160522313490196,0.0001823308841352,0.2833410490306353,0.0004243887362098,1.5145851373672483,-6.7611002922058105,0.587483286857605,-5.916273593902588,0.7160522313490197,0.28334104903063534,0.4327111823183844,0.43378280318840495,True
0,2,HOLD,DEFEND,0.0002337799691504,0.8588950180304685,0.1392026023050792,0.0016685996953017,-6.312053203582764,1.8969682455062864,0.0772520452737808,-4.346693515777588,0.8588950180304686,0.13920260230507922,0.7196924157253894,0.30134660150250264,False
23,2,CONSERVE,HOLD,0.1619074908827471,0.0002176883820456,0.7485452147079468,0.0893296060272604,-0.2708297371864319,-6.882545471191406,1.2602767944335938,-0.8655217885971069,0.7485452147079469,0.16190749088274714,0.5866377238251997,0.5259998539106655,False
18,5,HOLD,HOLD,0.0276756447557669,0.0708008093379242,0.8009847804665525,0.1005387654397563,-1.6027634143829346,-0.6634458303451538,1.7625257968902588,-0.312772661447525,0.8009847804665526,0.10053876543975632,0.7004460150267964,0.5016673243190316,True
15,4,HOLD,ATTACK,0.5581078362460306,0.0002099872591276,0.4345325697655144,0.0071496067293273,1.1025232076644895,-6.782737255096436,0.8522418737411499,-3.254971742630005,0.5581078362460307,0.4345325697655145,0.12357526648051614,0.5228100573790311,False
17,5,ATTACK,ATTACK,0.7550277403754179,0.0002448453254459,0.2440594081392732,0.0006680061598628,1.3858555555343628,-6.648027420043945,0.2565128207206726,-5.644356727600098,0.7550277403754181,0.24405940813927327,0.5109683322361448,0.40632843060324414,True
25,5,DEFEND,DEFEND,5.2555019320337946e-05,0.9901261816396986,0.0097518055837141,6.945775726701931e-05,-6.28113317489624,3.562594175338745,-1.0577856302261353,-6.002274990081787,0.9901261816396986,0.0097518055837141,0.9803743760559844,0.04051204982830031,True
7,3,CONSERVE,HOLD,0.0001504960374333,0.0514559556701148,0.758024509562889,0.1903690387295628,-6.810741901397705,-0.9761976003646852,1.713792085647583,0.3320408165454864,0.7580245095628891,0.19036903872956282,0.5676554708333263,0.4903584114808851,False
0,2,ATTACK,HOLD,0.3261966842049684,0.0002333569166811,0.5679991560455363,0.1055708028328141,0.3929800391197204,-6.849706649780273,0.9475994110107422,-0.7351387143135071,0.5679991560455364,0.32619668420496845,0.24180247184056797,0.6679807334424647,False
24,3,HOLD,HOLD,0.2937501121528858,0.0001869930159998,0.5593086573716319,0.1467542374594824,0.35922971367836,-7.000184059143066,1.0032017230987549,-0.3347403407096863,0.5593086573716319,0.2937501121528858,0.2655585452187461,0.6983119453233225,True
18,5,HOLD,HOLD,0.0075522535635677,0.0145554878455109,0.905954187753547,0.0719380708373742,-2.857851982116699,-2.2017297744750977,1.929290771484375,-0.6038922071456909,0.9059541877535472,0.07193807083737422,0.834016116916173,0.2721511342293424,True
24,3,DEFEND,DEFEND,0.0002865037619478,0.5528646281081985,0.3189419009770722,0.1279069671527815,-6.374129772186279,1.1909868717193604,0.6408825516700745,-0.2728231847286224,0.5528646281081985,0.3189419009770722,0.23392272713112627,0.6906847105239142,True
2,1,HOLD,HOLD,0.0002367236094881,0.2621459892463164,0.674787503736391,0.0628297834078044,-6.559689521789551,0.4500739872455597,1.395570158958435,-0.9783985018730164,0.6747875037363911,0.26214598924631644,0.41264151449007463,0.5714909159776311,True
8,3,ATTACK,ATTACK,0.6929618755668066,0.0001852287834106,0.3008893149329774,0.0059635807168053,1.462020993232727,-6.765117645263672,0.6277885437011719,-3.293282985687256,0.6929618755668067,0.30088931493297744,0.3920725606338292,0.4671983839740582,True
23,2,HOLD,HOLD,0.0003020427886399,0.3479088311726682,0.5301957229343085,0.1215934031043833,-6.540093898773193,0.509033203125,0.9303389191627502,-0.5422245264053345,0.5301957229343086,0.34790883117266824,0.18228689176164037,0.6942215684189652,True
13,2,HOLD,HOLD,8.558118075771447e-05,0.0007099240853738,0.90127151593344,0.0979329788004285,-7.152281284332275,-5.036588668823242,2.109815120697021,-0.1097080558538436,0.90127151593344,0.0979329788004285,0.8033385371330115,0.2360099780390734,True
12,4,CONSERVE,HOLD,0.0208423142335547,7.758283928673442e-05,0.9054149592170002,0.0736651437101583,-1.7894980907440186,-7.38289213180542,1.981909990310669,-0.5269537568092346,0.9054149592170002,0.0736651437101583,0.8317498155068419,0.2622164178982994,False
9,1,DEFEND,DEFEND,3.9494918772528366e-05,0.9925850588843514,0.007329158429143,4.628776773292181e-05,-6.400235652923584,3.7316606044769287,-1.1767911911010742,-6.24152946472168,0.9925850588843516,0.007329158429143001,0.9852559004552086,0.03194068103876327,True
24,3,HOLD,ATTACK,0.521198097751619,0.0001642182918088,0.3850474982171607,0.0935901857394114,1.0865298509597778,-6.97615909576416,0.7837663888931274,-0.6306748390197754,0.5211980977516191,0.3850474982171608,0.1361505995344583,0.6710270067172122,False
22,4,HOLD,HOLD,8.744789347590813e-05,0.001113778325994,0.9915536015222214,0.0072451722583086,-6.46300220489502,-3.918532371520996,2.8729825019836426,-2.045954942703247,0.9915536015222215,0.0072451722583086004,0.9843084292639129,0.03787180981555652,True
4,3,HOLD,CONSERVE,0.0009652776702894,7.839416078374683e-05,0.4670082077761683,0.5319481203927585,-5.050756931304932,-7.561423778533935,1.1309293508529663,1.2611284255981443,0.5319481203927585,0.4670082077761683,0.06493991261659021,0.5040760134734315,False
17,5,DEFEND,DEFEND,0.000176299043956,0.9228785671912448,0.0767531174590749,0.0001920163057242,-6.254197597503662,2.3088738918304443,-0.1780297309160232,-6.168798923492432,0.922878567191245,0.07675311745907491,0.8461254497321701,0.19784595918833084,True
12,4,DEFEND,DEFEND,0.0002771263277505,0.6586212000291825,0.3377863508029337,0.0033153228401333,-6.364400863647461,1.4090293645858765,0.7412943840026855,-3.882564067840576,0.6586212000291826,0.33778635080293373,0.32083484922624883,0.4781495602648411,True
16,1,HOLD,HOLD,0.0001778936152257,0.001387788698681,0.7685085631225573,0.2299257545635358,-6.677591323852539,-4.623310089111328,1.693429946899414,0.4867347776889801,0.7685085631225574,0.22992575456353584,0.5385828085590216,0.39746922273874113,True
3,4,CONSERVE,CONSERVE,0.000373929736158,6.762906508371275e-05,0.2799650409412897,0.7195934002574685,-5.813624858856201,-7.523655414581299,0.8047271370887756,1.7487486600875854,0.7195934002574685,0.2799650409412897,0.43962835931617883,0.4305123704711671,True
5,5,DEFEND,DEFEND,0.0001722210064103,0.8650935616404738,0.1336429765234157,0.0010912408297,-6.443724632263184,2.078090190887451,0.2104244381189346,-4.5974321365356445,0.8650935616404739,0.13364297652341572,0.7314505851170582,0.2908980059690749,True
24,3,HOLD,HOLD,0.2598333053254901,0.0002748287216757,0.7284025528901299,0.0114893130627041,0.1142471060156822,-6.737400531768799,1.145060658454895,-3.004375696182251,0.72840255289013,0.25983330532549015,0.46856924756463986,0.4577538804158809,True
23,2,ATTACK,ATTACK,0.4579494086513576,0.0002042833696293,0.4536708679587777,0.0881754400202353,0.873228132724762,-6.841777801513672,0.8638414144515991,-0.7742019891738892,0.4579494086513577,0.4536708679587778,0.00427854069257988,0.6723636873311245,True
15,4,ATTACK,ATTACK,0.6732291624997454,0.0002340116059245,0.3260975502240407,0.0004392756702893,1.3244482278823853,-6.640022277832031,0.5995590090751648,-6.010265827178955,0.6732291624997454,0.3260975502240407,0.3471316122757047,0.4595992393339121,True
18,5,DEFEND,DEFEND,0.0001510096560091,0.9274327048194828,0.0716677047562125,0.0007485807682954,-6.457449436187744,2.2653818130493164,-0.2949982285499573,-4.856614589691162,0.9274327048194829,0.07166770475621251,0.8557650000632704,0.1915035003837841,True
27,5,DEFEND,DEFEND,7.102733227136083e-05,0.9831468679761612,0.0166663810560989,0.0001157236354684,-6.265567779541016,3.2698814868927,-0.8074836134910583,-5.7774271965026855,0.9831468679761614,0.016666381056098904,0.9664804869200625,0.06252347787223182,True
17,5,HOLD,HOLD,0.1477309871382577,0.0002010966071379,0.7572552351287232,0.0948126811258811,-0.3479726910591125,-6.947335243225098,1.2863346338272097,-0.7914624810218811,0.7572552351287234,0.14773098713825772,0.6095242479904657,0.5180357557406936,True
24,3,ATTACK,ATTACK,0.5397510136786433,0.0002137626715375,0.4387108961194469,0.0213243275303721,1.026297926902771,-6.807698726654053,0.8190306425094604,-2.20496153831482,0.5397510136786434,0.438710896119447,0.1010401175591964,0.5613214818748103,True
7,3,HOLD,HOLD,0.0001266936810922,0.0047982453243942,0.8904991204284841,0.1045759405660292,-7.083035469055176,-3.4488019943237305,1.774729609489441,-0.3671388626098633,0.8904991204284843,0.10457594056602923,0.7859231798624551,0.26411930110148396,True
7,3,HOLD,HOLD,0.0001774899471068,0.0409080433177469,0.8979839896884185,0.0609304770467276,-6.816874027252197,-1.3767056465148926,1.7121198177337646,-0.9782989025115968,0.8979839896884187,0.06093047704672761,0.8370535126416911,0.28810847683033736,True
13,2,HOLD,HOLD,0.0001483004480926,0.0007835694853253,0.5164540507666797,0.4826140792999022,-7.223341941833496,-5.558722496032715,0.932159185409546,0.8643901348114014,0.5164540507666798,0.4826140792999023,0.03383997146677753,0.5047778952492926,True
19,4,ATTACK,HOLD,0.374463558180674,0.0002317056496293,0.5479215979336911,0.0773831382360054,0.5321097373962402,-6.855672359466553,0.9127475023269652,-1.0446157455444336,0.5479215979336912,0.37446355818067406,0.17345803975301716,0.6473552461323769,False
2,1,ATTACK,ATTACK,0.748227509991475,0.0001926681802108,0.2511640697542587,0.0004157520740553,1.5253814458847046,-6.739111423492432,0.4337806701660156,-5.969991683959961,0.7482275099914751,0.25116406975425876,0.4970634402372164,0.4103945031445639,True
7,3,DEFEND,DEFEND,0.00029560985282,0.7810760891727104,0.2155931783854653,0.0030351225890041,-6.406026840209961,1.4733604192733765,0.1860811114311218,-4.077060222625732,0.7810760891727107,0.21559317838546535,0.5654829107872453,0.3922592539117234,True
19,4,DEFEND,DEFEND,6.380811464716682e-05,0.9915809600789476,0.0082591124863751,9.611932003014394e-05,-6.1346282958984375,3.516547441482544,-1.2714358568191528,-5.724918365478516,0.9915809600789476,0.0082591124863751,0.9833218475925725,0.03570906895077659,True
22,4,CONSERVE,CONSERVE,0.0001421443011705,0.0177049469156381,0.366914182805275,0.6152387259779164,-7.1979570388793945,-2.3732001781463623,0.6580836772918701,1.1749660968780518,0.6152387259779164,0.366914182805275,0.2483245431726414,0.5333691525110512,True
26,1,HOLD,HOLD,0.0491514957384997,0.0001750160322475,0.7845736248041623,0.1660998634250904,-1.1247812509536743,-6.762566089630127,1.645451903343201,0.0929006785154342,0.7845736248041624,0.16609986342509042,0.618473761379072,0.460310642615497,True
0,2,HOLD,ATTACK,0.7029887706251252,0.0001998265291963,0.2963779383818576,0.0004334644638207,1.40614116191864,-6.759505748748779,0.5424357056617737,-5.985145092010498,0.7029887706251253,0.29637793838185766,0.40661083224326766,0.44235423171218335,False
1,4,DEFEND,DEFEND,0.000246999973111,0.7099793932313975,0.2823587508710901,0.0074148559244013,-6.53523588180542,1.4283673763275146,0.5063098669052124,-3.133382797241211,0.7099793932313976,0.28235875087109014,0.42762064236030745,0.460697303144571,True
27,5,HOLD,HOLD,0.0210506330705824,0.0001847608021597,0.8631335339836617,0.1156310721435962,-2.122117519378662,-6.857741355895996,1.591521143913269,-0.4186437129974365,0.8631335339836617,0.1156310721435962,0.7475024618400654,0.331357408513191,True
27,5,HOLD,DEFEND,0.0003167482322043,0.5342930745364323,0.3764636650459899,0.0889265121853735,-6.29963493347168,1.130957841873169,0.7808348536491394,-0.6621763110160828,0.5342930745364323,0.3764636650459899,0.15782940949044238,0.6639499989460832,False
10,3,DEFEND,DEFEND,4.941530544915025e-05,0.992158751048518,0.0077212931001074,7.054054592538817e-05,-6.271289348602295,3.6360888481140137,-1.219812512397766,-5.915362358093262,0.9921587510485181,0.007721293100107401,0.9844374579484108,0.03356381746325118,True
6,2,ATTACK,ATTACK,0.7071634039424077,0.000165382533565,0.2895919127322237,0.0030793007918035,1.6589566469192505,-6.701799392700195,0.7661676406860352,-3.777602434158325,0.7071634039424077,0.2895919127322237,0.41757149121018405,0.44951601950258635,True
23,2,DEFEND,DEFEND,0.0001421799269403,0.9312995845422972,0.0663938460180555,0.0021643895127066,-6.445398807525635,2.341843605041504,-0.2991330027580261,-3.722599029541016,0.9312995845422976,0.06639384601805552,0.864905738524242,0.18819527442505898,True
22,4,HOLD,ATTACK,0.5904794642293222,0.0002380574129396,0.3798558015382867,0.0294266768194515,1.1042587757110596,-6.71191930770874,0.6631156206130981,-1.894774436950684,0.5904794642293222,0.3798558015382867,0.2106236626910355,0.5658996437609646,False
17,5,ATTACK,ATTACK,0.7327069675131918,0.000164646306861,0.266842157922281,0.0002862282576662,1.6312458515167236,-6.769455432891846,0.6211572885513306,-6.216465473175049,0.7327069675131919,0.26684215792228105,0.4658648095909108,0.4213917554081048,True
14,2,HOLD,HOLD,0.0001125326270395,0.0332278806105448,0.9655831763200584,0.0010764104423572,-6.671492576599121,-0.983591377735138,2.385751724243164,-4.41334867477417,0.9655831763200585,0.033227880610544804,0.9323552957095137,0.11203754415125287,True
12,4,DEFEND,DEFEND,0.0001389838108132,0.9576919428062328,0.0415762242390847,0.000592849143869,-6.295705318450928,2.5422186851501465,-0.5947791337966919,-4.845122814178467,0.957691942806233,0.041576224239084705,0.9161157185671484,0.1293098691708856,True
0,2,ATTACK,ATTACK,0.5399600919794667,0.0001897186031569,0.4465773152215979,0.0132728741957784,1.0777989625930786,-6.875909805297852,0.8879162073135376,-2.627974033355713,0.5399600919794668,0.446577315221598,0.09338277675786882,0.5422748526239659,True
26,1,HOLD,HOLD,0.0001097729921724,0.0013005710348017,0.9918299424958128,0.006759713477213,-6.364518642425537,-3.8923747539520255,2.7443735599517822,-2.2441978454589844,0.9918299424958128,0.006759713477213,0.9850702290185998,0.03719008125062142,True
4,3,HOLD,HOLD,0.0249971961872523,0.0001200743400307,0.8651996586612731,0.1096830708114437,-1.774911403656006,-7.113319873809815,1.7692852020263672,-0.2960802018642425,0.8651996586612734,0.10968307081144373,0.7555165878498297,0.33253553401792646,True
12,4,DEFEND,DEFEND,0.0001303013535829,0.9353695936768842,0.0637574258705268,0.0007426790990059,-6.394279479980469,2.484567165374756,-0.2012889683246612,-4.653865814208984,0.9353695936768843,0.06375742587052681,0.8716121678063575,0.17638050604299768,True
9,1,HOLD,HOLD,0.1213978773755195,0.0001220284849435,0.8744260285235934,0.0040540656159434,-0.0690688714385032,-6.971642971038818,1.9054254293441768,-3.468422174453736,0.8744260285235936,0.12139787737551953,0.7530281511480741,0.2861990858260215,True
14,2,HOLD,HOLD,0.0002280599930397,0.1485834754356157,0.781458754718328,0.0697297098530165,-6.512574672698975,-0.0332812145352363,1.6267342567443848,-0.7898015379905701,0.781458754718328,0.1485834754356157,0.6328752792827124,0.478689366312816,True
13,2,DEFEND,HOLD,0.0003518822358805,0.1999282764355139,0.799246759018258,0.0004730823103474,-6.244843006134033,0.0975747480988502,1.483285665512085,-5.948869705200195,0.7992467590182583,0.19992827643551395,0.5993184825827443,0.36598560474755853,False
